_id,name,desp,price,area,material,landOptions,contractor,images,__v,cleaned_description,cleaned_name,appartment,area,bakery,bookstore,building,buildong,bungalow,bunglow,cafe,caffe,cape,center,cod,colonial,commercial,complex,cottage,design,excellent,factory,farmhouse,headquarters,hotel,house,lakh,land,live,material,modern,offer,office,option,penthouse,premium,price,shop,showroom,spacious,sqft,store,studio,treehouse,villa
66fd899b15ecd00aa66615e0,Appartment,This Appartment offers a spacious area of 1800 sqft and is priced at ₹55 lakhs. It is designed for modern living with premium materials and offers excellent land options.,55,1800,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Urban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/exterior/Appartment_578_ext_6.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/interior/Appartment_578_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/interior/Appartment_578_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/interior/Appartment_578_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/interior/Appartment_578_int_4.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_578/plan/Appartment_578_pln_1.jpg']}",0,appartment offer spacious area sqft price lakh design modern live premium material offer excellent land option,appartment,0.8241396774716583,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.27473786094980285,0.0,0.13736893047490142,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0
66fd899b15ecd00aa66615e2,Appartment,This Appartment offers a spacious area of 2000 sqft and is priced at ₹65 lakhs. It is designed for modern living with premium materials and offers excellent land options.,65,2000,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Urban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/exterior/Appartment_724_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/exterior/Appartment_724_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/exterior/Appartment_724_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/exterior/Appartment_724_ext_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/exterior/Appartment_724_ext_5.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/interior/Appartment_724_int_6.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Appartment_724/plan/Appartment_724_pln_1.jpg']}",0,appartment offer spacious area sqft price lakh design modern live premium material offer excellent land option,appartment,0.8241396774716583,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.27473786094980285,0.0,0.13736893047490142,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0
66fd899b15ecd00aa66615e4,Bakery,This Bakery offers a spacious area of 1500 sqft and is priced at ₹50 lakhs. It is designed for modern living with premium materials and offers excellent land options.,50,1500,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/exterior/Bakery_1_ext_1.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_10.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_6.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_7.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_8.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/interior/Bakery_1_int_9.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bakery_1/plan/Bakery_1_pln_1.jpg']}",0,bakery offer spacious area sqft price lakh design modern live premium material offer excellent land option,bakery,0.0,0.13128030255774886,0.8408407677591998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13128030255774886,0.13128030255774886,0.0,0.0,0.0,0.0,0.0,0.13128030255774886,0.13128030255774886,0.13128030255774886,0.13128030255774886,0.13128030255774886,0.2625606051154977,0.0,0.13128030255774886,0.0,0.13128030255774886,0.13128030255774886,0.0,0.0,0.13128030255774886,0.13128030255774886,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615e6,Bookstore,This Bookstore offers a spacious area of 1400 sqft and is priced at ₹35 lakhs. It is designed for modern living with premium materials and offers excellent land options.,35,1400,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/exterior/Bookstore_514_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/exterior/Bookstore_514_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/exterior/Bookstore_514_ext_3.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/interior/Bookstore_514_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/interior/Bookstore_514_int_2.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_514/plan/Bookstore_514_pln_1.jpg']}",0,bookstore offer spacious area sqft price lakh design modern live premium material offer excellent land option,bookstore,0.0,0.13736893047490142,0.0,0.8241396774716583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.27473786094980285,0.0,0.13736893047490142,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615e8,Bookstore,This Bookstore offers a spacious area of 1250 sqft and is priced at ₹25 lakhs. It is designed for modern living with premium materials and offers excellent land options.,25,1250,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/exterior/Bookstore_589_ext_1.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_6.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/interior/Bookstore_589_int_7.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/plan/Bookstore_589_pln_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/plan/Bookstore_589_pln_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/plan/Bookstore_589_pln_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Bookstore_589/plan/Bookstore_589_pln_4.jpg']}",0,bookstore offer spacious area sqft price lakh design modern live premium material offer excellent land option,bookstore,0.0,0.13736893047490142,0.0,0.8241396774716583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0,0.0,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.13736893047490142,0.27473786094980285,0.0,0.13736893047490142,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.13736893047490142,0.13736893047490142,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615ea,Building,This Building offers a spacious area of 1500 sqft and is priced at ₹45 lakhs. It is designed for modern living with premium materials and offers excellent land options.,45,1500,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/exterior/building_10_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/exterior/building_10_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/exterior/building_10_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/exterior/building_10_ext_4.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/Building_10_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_10.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_11.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_12.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_13.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_6.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_7.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_8.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/interior/building_10_int_9.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10/plan/building_10_pln_1.jpg']}",0,building offer spacious area sqft price lakh design modern live premium material offer excellent land option,build,0.0,0.20519144138673287,0.0,0.0,0.5331416608067637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.41038288277346574,0.0,0.20519144138673287,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615ec,Building,This Building offers a spacious area of 1700 sqft and is priced at ₹60 lakhs. It is designed for modern living with premium materials and offers excellent land options.,60,1700,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/exterior/Building_10000_ext_6.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/interior/Building_10000_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/interior/Building_10000_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/interior/Building_10000_int_3.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10000/plan/Building_10000_pln_1.jpg']}",0,building offer spacious area sqft price lakh design modern live premium material offer excellent land option,build,0.0,0.20519144138673287,0.0,0.0,0.5331416608067637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.41038288277346574,0.0,0.20519144138673287,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615ee,Building,This Building offers a spacious area of 1750 sqft and is priced at ₹65 lakhs. It is designed for modern living with premium materials and offers excellent land options.,65,1750,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/exterior/Building_10003_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/exterior/Building_10003_ext_2.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_6.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/interior/Building_10003_int_7.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10003/plan/Building_10003_pln_1.jpg']}",0,building offer spacious area sqft price lakh design modern live premium material offer excellent land option,build,0.0,0.20519144138673287,0.0,0.0,0.5331416608067637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.41038288277346574,0.0,0.20519144138673287,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0
66fd899c15ecd00aa66615f0,Building,This Building offers a spacious area of 1850 sqft and is priced at ₹65 lakhs. It is designed for modern living with premium materials and offers excellent land options.,65,1850,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/exterior/Building_10005_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/exterior/Building_10005_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/exterior/Building_10005_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/exterior/Building_10005_ext_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/exterior/Building_10005_ext_5.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/interior/Building_10005_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/interior/Building_10005_int_2.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10005/plan/Building_10005_pln_1.jpg']}",0,building offer spacious area sqft price lakh design modern live premium material offer excellent land option,build,0.0,0.20519144138673287,0.0,0.0,0.5331416608067637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.41038288277346574,0.0,0.20519144138673287,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0
66fd899d15ecd00aa66615f2,Building,This Building offers a spacious area of 1750 sqft and is priced at ₹65 lakhs. It is designed for modern living with premium materials and offers excellent land options.,65,1750,"Concrete, Cement, Wood, Glass, Steel, Marbel Rock, Tiles",['Suburban'],"{'name': 'John Doe', 'contact': '1234567890'}","{'exterior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/exterior/Building_10006_ext_6.jpg'], 'interior': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_1.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_2.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_3.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_4.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_5.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_6.jpg', 'https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/interior/Building_10006_int_7.jpg'], 'plan': ['https://house-designs-data.s3.ap-south-1.amazonaws.com/Building_10006/plan/Building_10006_pln_1.jpg']}",0,building offer spacious area sqft price lakh design modern live premium material offer excellent land option,build,0.0,0.20519144138673287,0.0,0.0,0.5331416608067637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0,0.0,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.20519144138673287,0.41038288277346574,0.0,0.20519144138673287,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.20519144138673287,0.20519144138673287,0.0,0.0,0.0,0.0
